Cluster_ID	Annotation	Gene_Name	Cav_10DC88	Cav_11DC096	Cga_08-1274-3	Cga_12-4358	Ctr_A-HAR-13
group519	Replicative DNA helicase	dnaC	FFOKMCCD_00940	KCMFMKKO_00684	HDCLDDAM_00503	MFHLCMEF_00504	JGDJAKFF_00541
group520	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA_2	FFOKMCCD_00942	KCMFMKKO_00682	HDCLDDAM_00505	MFHLCMEF_00506	JGDJAKFF_00539
group521	hypothetical protein	--	NA	NA	HDCLDDAM_00506	MFHLCMEF_00507	NA
group522	ADP%2CATP carrier protein 1	tlcA_2	FFOKMCCD_00943	KCMFMKKO_00681	HDCLDDAM_00507	MFHLCMEF_00508	JGDJAKFF_00538
group523	hypothetical protein	--	FFOKMCCD_00944	KCMFMKKO_00680	HDCLDDAM_00509	MFHLCMEF_00510	JGDJAKFF_00537
group523.1	hypothetical protein	--	NA	NA	HDCLDDAM_00508	MFHLCMEF_00509	NA
group524	DNA polymerase I	polA	FFOKMCCD_00945	KCMFMKKO_00679	HDCLDDAM_00510	MFHLCMEF_00511	JGDJAKFF_00536
group525	Dephospho-CoA kinase	coaE	FFOKMCCD_00946	KCMFMKKO_00678	HDCLDDAM_00511	MFHLCMEF_00512	JGDJAKFF_00535
group526	hypothetical protein	--	FFOKMCCD_00948	KCMFMKKO_00676	HDCLDDAM_00513	MFHLCMEF_00514	JGDJAKFF_00533
group527	Orotate phosphoribosyltransferase	pyrE	FFOKMCCD_00949	KCMFMKKO_00675	HDCLDDAM_00514	MFHLCMEF_00515	NA
group528	Glucose-1-phosphate adenylyltransferase	glgC	FFOKMCCD_00950	KCMFMKKO_00674	HDCLDDAM_00515	MFHLCMEF_00516	JGDJAKFF_00532
group529	hypothetical protein	--	FFOKMCCD_00951	KCMFMKKO_00673	HDCLDDAM_00516	MFHLCMEF_00517	JGDJAKFF_00531
group530	Ribosomal RNA small subunit methyltransferase D	rsmD	FFOKMCCD_00952	KCMFMKKO_00672	HDCLDDAM_00517	MFHLCMEF_00518	JGDJAKFF_00530
group531	hypothetical protein	--	FFOKMCCD_00953	KCMFMKKO_00671	HDCLDDAM_00518	MFHLCMEF_00519	JGDJAKFF_00529
group532	Ferrochelatase	hemH	FFOKMCCD_00954	KCMFMKKO_00670	HDCLDDAM_00519	MFHLCMEF_00520	JGDJAKFF_00528
group533	hypothetical protein	--	FFOKMCCD_00955	KCMFMKKO_00669	HDCLDDAM_00520	MFHLCMEF_00521	JGDJAKFF_00527
group534	hypothetical protein	--	FFOKMCCD_00956	KCMFMKKO_00668	HDCLDDAM_00521	MFHLCMEF_00522	JGDJAKFF_00526
group535	hypothetical protein	--	FFOKMCCD_00957	KCMFMKKO_00667	HDCLDDAM_00522	MFHLCMEF_00523	NA
group536	hypothetical protein	--	FFOKMCCD_00958	KCMFMKKO_00666	HDCLDDAM_00523	MFHLCMEF_00524	JGDJAKFF_00521
group537	hypothetical protein	--	FFOKMCCD_00959	KCMFMKKO_00665	HDCLDDAM_00524	MFHLCMEF_00525	JGDJAKFF_00520
group538	hypothetical protein	--	FFOKMCCD_00960	KCMFMKKO_00664	HDCLDDAM_00525	MFHLCMEF_00526	JGDJAKFF_00519
group539	Methylated-DNA--protein-cysteine methyltransferase	ogt	FFOKMCCD_00961	KCMFMKKO_00663	HDCLDDAM_00526	MFHLCMEF_00527	JGDJAKFF_00518
group540	hypothetical protein	--	FFOKMCCD_00962	KCMFMKKO_00662	HDCLDDAM_00527	MFHLCMEF_00528	JGDJAKFF_00517
group541	Phenylalanine--tRNA ligase beta subunit	pheT	FFOKMCCD_00963	KCMFMKKO_00661	HDCLDDAM_00528	MFHLCMEF_00529	JGDJAKFF_00516
group542	hypothetical protein	--	FFOKMCCD_00964	KCMFMKKO_00660	HDCLDDAM_00529	MFHLCMEF_00530	JGDJAKFF_00515
group543	Putative membrane protein insertion efficiency factor	yidD	FFOKMCCD_00965	KCMFMKKO_00659	HDCLDDAM_00530	MFHLCMEF_00531	JGDJAKFF_00514
group544	hypothetical protein	--	FFOKMCCD_00968	KCMFMKKO_00656	HDCLDDAM_00533	MFHLCMEF_00534	JGDJAKFF_00511
group545	DNA repair protein RecO	recO	FFOKMCCD_00969	KCMFMKKO_00655	HDCLDDAM_00534	MFHLCMEF_00535	JGDJAKFF_00510
group546	hypothetical protein	--	FFOKMCCD_00970	KCMFMKKO_00654	HDCLDDAM_00535	MFHLCMEF_00536	JGDJAKFF_00509
group547	Ribosome hibernation promoting factor	hpf	FFOKMCCD_00971	KCMFMKKO_00653	HDCLDDAM_00536	MFHLCMEF_00537	NA
group548	Regulatory protein AtoC	atoC	FFOKMCCD_00973	KCMFMKKO_00651	HDCLDDAM_00538	MFHLCMEF_00539	JGDJAKFF_00507
group549	hypothetical protein	--	FFOKMCCD_00974	KCMFMKKO_00650	HDCLDDAM_00539	MFHLCMEF_00540	NA
group550	Sensor histidine kinase RcsC	rcsC	FFOKMCCD_00975	KCMFMKKO_00649	HDCLDDAM_00540	MFHLCMEF_00541	JGDJAKFF_00506
group551	hypothetical protein	--	NA	NA	HDCLDDAM_00541	MFHLCMEF_00542	JGDJAKFF_00505
group552	hypothetical protein	--	FFOKMCCD_00977	KCMFMKKO_00647	HDCLDDAM_00543	MFHLCMEF_00544	JGDJAKFF_00503
group553	Phosphoglycolate phosphatase	gph	FFOKMCCD_00978	KCMFMKKO_00646	HDCLDDAM_00544	MFHLCMEF_00545	JGDJAKFF_00502
group554	tRNA pseudouridine synthase A	truA	FFOKMCCD_00979	KCMFMKKO_00645	HDCLDDAM_00545	MFHLCMEF_00546	JGDJAKFF_00501
group555	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD	FFOKMCCD_00980	KCMFMKKO_00644	HDCLDDAM_00546	MFHLCMEF_00547	JGDJAKFF_00500
group556	UDP-2%2C3-diacylglucosamine pyrophosphatase LpxG	lpxG	FFOKMCCD_00981	KCMFMKKO_00643	HDCLDDAM_00547	MFHLCMEF_00548	JGDJAKFF_00499
group557	Peptide chain release factor 2	prfB	FFOKMCCD_00983	KCMFMKKO_00641	HDCLDDAM_00549	MFHLCMEF_00550	JGDJAKFF_00497
group558	hypothetical protein	--	FFOKMCCD_00984	KCMFMKKO_00640	HDCLDDAM_00550	MFHLCMEF_00551	JGDJAKFF_00496
group559	hypothetical protein	--	FFOKMCCD_00985	KCMFMKKO_00639	HDCLDDAM_00551	MFHLCMEF_00552	NA
group560	hypothetical protein	--	FFOKMCCD_00987	KCMFMKKO_00637	HDCLDDAM_00553	MFHLCMEF_00554	JGDJAKFF_00494
group561	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1	murA1	FFOKMCCD_00004	KCMFMKKO_00636	HDCLDDAM_00554	MFHLCMEF_00555	JGDJAKFF_00493
group562	Arginine--tRNA ligase	argS	FFOKMCCD_00005	KCMFMKKO_00635	HDCLDDAM_00555	MFHLCMEF_00556	JGDJAKFF_00492
group563	Bifunctional protein Aas	aas_2	FFOKMCCD_00006	KCMFMKKO_00634	HDCLDDAM_00556	MFHLCMEF_00557	JGDJAKFF_00491
group564	Cytidylate kinase	cmk	FFOKMCCD_00007	KCMFMKKO_00633	HDCLDDAM_00557	MFHLCMEF_00558	JGDJAKFF_00490
group565	hypothetical protein	--	FFOKMCCD_00008	KCMFMKKO_00632	HDCLDDAM_00558	MFHLCMEF_00559	JGDJAKFF_00489
group566	hypothetical protein	--	FFOKMCCD_00011	KCMFMKKO_00630	HDCLDDAM_00560	MFHLCMEF_00561	JGDJAKFF_00487
group567	Protein translocase subunit SecD	secD	FFOKMCCD_00012	KCMFMKKO_00629	HDCLDDAM_00561	MFHLCMEF_00562	JGDJAKFF_00486
group567.1	Protein translocase subunit SecDF	secDF	NA	NA	NA	NA	JGDJAKFF_00485
group568	hypothetical protein	--	FFOKMCCD_00013	KCMFMKKO_00628	HDCLDDAM_00562	MFHLCMEF_00563	NA
group569	Early upstream open reading frame	--	FFOKMCCD_00015	KCMFMKKO_00626	HDCLDDAM_00563	MFHLCMEF_00564	JGDJAKFF_00483
group570	Glutamate--tRNA ligase	gltX	FFOKMCCD_00016	KCMFMKKO_00625	HDCLDDAM_00564	MFHLCMEF_00565	JGDJAKFF_00482
group571	hypothetical protein	--	FFOKMCCD_00017	KCMFMKKO_00624	HDCLDDAM_00565	MFHLCMEF_00566	JGDJAKFF_00481
group572	Small cysteine-rich outer membrane protein OmcA	omcA	FFOKMCCD_00019	KCMFMKKO_00622	HDCLDDAM_00566	MFHLCMEF_00567	JGDJAKFF_00480
group573	hypothetical protein	--	FFOKMCCD_00022	KCMFMKKO_00620	HDCLDDAM_00568	MFHLCMEF_00569	JGDJAKFF_00478
group574	hypothetical protein	--	FFOKMCCD_00023	KCMFMKKO_00619	HDCLDDAM_00569	MFHLCMEF_00570	JGDJAKFF_00477
group575	hypothetical protein	--	NA	KCMFMKKO_00618	HDCLDDAM_00570	MFHLCMEF_00571	JGDJAKFF_00476
group576	hypothetical protein	--	FFOKMCCD_00024	KCMFMKKO_00617	HDCLDDAM_00571	MFHLCMEF_00572	NA
group577	Sulfite reductase [NADPH] flavoprotein alpha-component	cysJ	FFOKMCCD_00029	KCMFMKKO_00612	HDCLDDAM_00576	MFHLCMEF_00577	JGDJAKFF_00471
group578	2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase	ispF	FFOKMCCD_00030	KCMFMKKO_00611	HDCLDDAM_00577	MFHLCMEF_00578	JGDJAKFF_00470
group579	hypothetical protein	--	FFOKMCCD_00031	KCMFMKKO_00610	HDCLDDAM_00578	MFHLCMEF_00579	NA
group580	50S ribosomal protein L21	rplU	FFOKMCCD_00033	KCMFMKKO_00608	HDCLDDAM_00580	MFHLCMEF_00581	JGDJAKFF_00453
group581	GTPase Obg	obg	FFOKMCCD_00035	KCMFMKKO_00606	HDCLDDAM_00582	MFHLCMEF_00583	JGDJAKFF_00451
group582	Manganese transport system membrane protein MntB	mntB_1	FFOKMCCD_00036	KCMFMKKO_00605	HDCLDDAM_00583	MFHLCMEF_00584	JGDJAKFF_00450
group583	High-affinity zinc uptake system ATP-binding protein ZnuC	znuC	FFOKMCCD_00037	KCMFMKKO_00604	HDCLDDAM_00584	MFHLCMEF_00585	JGDJAKFF_00449
group584	hypothetical protein	--	FFOKMCCD_00038	KCMFMKKO_00603	HDCLDDAM_00585	MFHLCMEF_00586	JGDJAKFF_00448
group585	putative outer membrane protein pmp19	--	FFOKMCCD_00041	KCMFMKKO_00600	HDCLDDAM_00590	MFHLCMEF_00591	JGDJAKFF_00444
group586	hypothetical protein	--	FFOKMCCD_00042	KCMFMKKO_00599	HDCLDDAM_00591	MFHLCMEF_00592	JGDJAKFF_00880
group587	Amino-acid carrier protein AlsT	alsT_1	FFOKMCCD_00043	KCMFMKKO_00598	HDCLDDAM_00592	MFHLCMEF_00593	JGDJAKFF_00441
group588	Lipoprotein signal peptidase	lspA	FFOKMCCD_00044	KCMFMKKO_00597	HDCLDDAM_00593	MFHLCMEF_00594	JGDJAKFF_00440
group589	Riboflavin synthase	ribC	FFOKMCCD_00047	KCMFMKKO_00594	HDCLDDAM_00596	MFHLCMEF_00597	JGDJAKFF_00437
group590	Ribosomal RNA large subunit methyltransferase K/L	rlmL	FFOKMCCD_00048	KCMFMKKO_00593	HDCLDDAM_00597	MFHLCMEF_00598	JGDJAKFF_00436
group591	23S rRNA (uridine(2479)-2'-O)-methyltransferase	aviRb	FFOKMCCD_00049	KCMFMKKO_00592	HDCLDDAM_00598	MFHLCMEF_00599	JGDJAKFF_00435
group592	Tetraacyldisaccharide 4'-kinase	lpxK	FFOKMCCD_00050	KCMFMKKO_00591	HDCLDDAM_00599	MFHLCMEF_00600	JGDJAKFF_00434
group593	Aerobic C4-dicarboxylate transport protein	dctA_1	FFOKMCCD_00051	KCMFMKKO_00590	HDCLDDAM_00600	MFHLCMEF_00601	JGDJAKFF_00432
group594	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	pdhC_1	FFOKMCCD_00052	KCMFMKKO_00589	HDCLDDAM_00601	MFHLCMEF_00602	JGDJAKFF_00431
group595	Arabinose 5-phosphate isomerase KdsD	kdsD	FFOKMCCD_00053	KCMFMKKO_00588	HDCLDDAM_00602	MFHLCMEF_00603	JGDJAKFF_00430
group596	hypothetical protein	--	FFOKMCCD_00056	KCMFMKKO_00586	HDCLDDAM_00604	MFHLCMEF_00605	NA
group597	hypothetical protein	--	FFOKMCCD_00057	KCMFMKKO_00585	HDCLDDAM_00605	MFHLCMEF_00606	JGDJAKFF_00469
group598	Serine hydroxymethyltransferase	glyA	FFOKMCCD_00058	KCMFMKKO_00584	HDCLDDAM_00606	MFHLCMEF_00607	JGDJAKFF_00468
group599	Diaminopimelate epimerase	dapF	FFOKMCCD_00060	KCMFMKKO_00582	HDCLDDAM_00608	MFHLCMEF_00609	JGDJAKFF_00466
group600	Demethylmenaquinone methyltransferase	menG	FFOKMCCD_00062	KCMFMKKO_00580	HDCLDDAM_00610	MFHLCMEF_00611	JGDJAKFF_00464
group601	Chorismate dehydratase	mqnA	FFOKMCCD_00063	KCMFMKKO_00579	HDCLDDAM_00611	MFHLCMEF_00612	JGDJAKFF_00463
group602	Aminodeoxyfutalosine synthase	mqnE	FFOKMCCD_00064	KCMFMKKO_00578	HDCLDDAM_00612	MFHLCMEF_00613	JGDJAKFF_00462
group603	hypothetical protein	--	FFOKMCCD_00065	KCMFMKKO_00577	HDCLDDAM_00613	MFHLCMEF_00614	NA
group604	hypothetical protein	--	FFOKMCCD_00066	KCMFMKKO_00576	HDCLDDAM_00614	MFHLCMEF_00615	JGDJAKFF_00461
group605	hypothetical protein	--	FFOKMCCD_00067	KCMFMKKO_00575	HDCLDDAM_00615	MFHLCMEF_00616	JGDJAKFF_00460
group606	hypothetical protein	--	FFOKMCCD_00068	KCMFMKKO_00574	HDCLDDAM_00616	MFHLCMEF_00617	JGDJAKFF_00459
group607	Endoribonuclease YbeY	ybeY	FFOKMCCD_00069	KCMFMKKO_00573	HDCLDDAM_00617	MFHLCMEF_00618	JGDJAKFF_00458
group608	hypothetical protein	--	FFOKMCCD_00071	KCMFMKKO_00571	HDCLDDAM_00619	MFHLCMEF_00620	JGDJAKFF_00456
group609	Putative 3-methyladenine DNA glycosylase	--	FFOKMCCD_00073	KCMFMKKO_00569	HDCLDDAM_00621	MFHLCMEF_00622	NA
group610	Ribonuclease R	rnr	FFOKMCCD_00075	KCMFMKKO_00568	HDCLDDAM_00622	MFHLCMEF_00623	JGDJAKFF_00428
group610.1	Ribonuclease R	rnr_1	FFOKMCCD_00074	NA	NA	NA	NA
group611	Protein GrpE	grpE	FFOKMCCD_00077	KCMFMKKO_00566	HDCLDDAM_00624	MFHLCMEF_00625	JGDJAKFF_00426
group612	Heat-inducible transcription repressor HrcA	hrcA	FFOKMCCD_00078	KCMFMKKO_00565	HDCLDDAM_00625	MFHLCMEF_00626	JGDJAKFF_00425
group613	Proline--tRNA ligase	proS	FFOKMCCD_00079	KCMFMKKO_00564	HDCLDDAM_00626	MFHLCMEF_00627	JGDJAKFF_00424
group614	hypothetical protein	--	FFOKMCCD_00080	KCMFMKKO_00563	HDCLDDAM_00627	MFHLCMEF_00628	JGDJAKFF_00423
group615	hypothetical protein	--	FFOKMCCD_00081	KCMFMKKO_00562	HDCLDDAM_00628	MFHLCMEF_00629	NA
group616	hypothetical protein	--	FFOKMCCD_00082	KCMFMKKO_00561	HDCLDDAM_00629	MFHLCMEF_00630	JGDJAKFF_00419
group617	hypothetical protein	--	FFOKMCCD_00083	KCMFMKKO_00560	HDCLDDAM_00630	MFHLCMEF_00631	JGDJAKFF_00422
group618	LL-diaminopimelate aminotransferase	dapL	FFOKMCCD_00084	KCMFMKKO_00559	HDCLDDAM_00631	MFHLCMEF_00632	JGDJAKFF_00421
group619	hypothetical protein	--	FFOKMCCD_00085	KCMFMKKO_00558	HDCLDDAM_00632	MFHLCMEF_00633	JGDJAKFF_00420
group620	hypothetical protein	--	FFOKMCCD_00086	KCMFMKKO_00557	HDCLDDAM_00633	MFHLCMEF_00634	JGDJAKFF_00418
group620.1	hypothetical protein	--	FFOKMCCD_00087	NA	NA	NA	NA
group621	hypothetical protein	--	FFOKMCCD_00088	KCMFMKKO_00556	HDCLDDAM_00634	MFHLCMEF_00635	JGDJAKFF_00417
group622	Purine nucleoside phosphoramidase	--	FFOKMCCD_00089	KCMFMKKO_00555	HDCLDDAM_00635	MFHLCMEF_00636	JGDJAKFF_00416
group623	hypothetical protein	--	FFOKMCCD_00090	KCMFMKKO_00554	HDCLDDAM_00636	MFHLCMEF_00637	JGDJAKFF_00415
group624	hypothetical protein	--	FFOKMCCD_00091	KCMFMKKO_00553	HDCLDDAM_00637	MFHLCMEF_00638	NA
group625	hypothetical protein	--	FFOKMCCD_00092	KCMFMKKO_00552	HDCLDDAM_00638	MFHLCMEF_00639	NA
group626	hypothetical protein	--	FFOKMCCD_00093	KCMFMKKO_00551	HDCLDDAM_00639	MFHLCMEF_00640	JGDJAKFF_00413
group627	Phospho-2-dehydro-3-deoxyheptonate aldolase	aroF	FFOKMCCD_00094	KCMFMKKO_00550	HDCLDDAM_00640	MFHLCMEF_00641	JGDJAKFF_00412
group628	putative ABC transporter arginine-binding protein ArtJ	artJ	FFOKMCCD_00096	KCMFMKKO_00548	HDCLDDAM_00642	MFHLCMEF_00643	JGDJAKFF_00411
group629	hypothetical protein	--	FFOKMCCD_00097	KCMFMKKO_00547	HDCLDDAM_00643	MFHLCMEF_00644	JGDJAKFF_00414
group630	Ribonuclease BN	rbn	FFOKMCCD_00098	KCMFMKKO_00546	HDCLDDAM_00644	MFHLCMEF_00645	JGDJAKFF_00410
group631	GTPase HflX	hflX	FFOKMCCD_00099	KCMFMKKO_00545	HDCLDDAM_00645	MFHLCMEF_00646	JGDJAKFF_00409
group632	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	mtaB	FFOKMCCD_00100	KCMFMKKO_00544	HDCLDDAM_00646	MFHLCMEF_00647	NA
group633	hypothetical protein	--	FFOKMCCD_00101	KCMFMKKO_00543	HDCLDDAM_00647	MFHLCMEF_00648	JGDJAKFF_00938
group634	1%2C4-alpha-glucan branching enzyme GlgB	glgB	FFOKMCCD_00102	KCMFMKKO_00542	HDCLDDAM_00648	MFHLCMEF_00649	JGDJAKFF_00939
group635	hypothetical protein	--	FFOKMCCD_00103	KCMFMKKO_00541	HDCLDDAM_00649	MFHLCMEF_00650	JGDJAKFF_00392
group636	hypothetical protein	--	FFOKMCCD_00104	KCMFMKKO_00540	HDCLDDAM_00650	MFHLCMEF_00651	JGDJAKFF_00001
group637	putative outer membrane protein pmp15	--	FFOKMCCD_00105	KCMFMKKO_00539	HDCLDDAM_00651	MFHLCMEF_00652	JGDJAKFF_00942
group637.1	putative outer membrane protein pmp15	--	NA	NA	HDCLDDAM_00653	MFHLCMEF_00654	JGDJAKFF_00943
group637.2	putative outer membrane protein pmp16	--	NA	NA	HDCLDDAM_00652	MFHLCMEF_00653	NA
group638	putative outer membrane protein pmp14	--	FFOKMCCD_00106	KCMFMKKO_00538	HDCLDDAM_00654	MFHLCMEF_00655	JGDJAKFF_00945
group640	hypothetical protein	--	FFOKMCCD_00109	KCMFMKKO_00535	HDCLDDAM_00657	MFHLCMEF_00658	JGDJAKFF_00002
group641	Glutamyl-tRNA(Gln) amidotransferase subunit C%2C chloroplastic/mitochondrial	GATC	FFOKMCCD_00110	KCMFMKKO_00534	HDCLDDAM_00658	MFHLCMEF_00659	JGDJAKFF_00003
group642	Glutamyl-tRNA(Gln) amidotransferase subunit A	gatA	FFOKMCCD_00111	KCMFMKKO_00533	HDCLDDAM_00659	MFHLCMEF_00660	JGDJAKFF_00004
group643	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	gatB	FFOKMCCD_00112	KCMFMKKO_00532	HDCLDDAM_00660	MFHLCMEF_00661	JGDJAKFF_00005
group644	hypothetical protein	--	FFOKMCCD_00113	KCMFMKKO_00531	HDCLDDAM_00661	MFHLCMEF_00662	JGDJAKFF_00006
group645	hypothetical protein	--	FFOKMCCD_00114	KCMFMKKO_00530	HDCLDDAM_00662	MFHLCMEF_00663	JGDJAKFF_00007
group646	hypothetical protein	--	FFOKMCCD_00115	KCMFMKKO_00529	HDCLDDAM_00663	MFHLCMEF_00664	JGDJAKFF_00008
group647	Ribonuclease HIII	rnhC	FFOKMCCD_00116	KCMFMKKO_00528	HDCLDDAM_00664	MFHLCMEF_00665	JGDJAKFF_00009
group648	hypothetical protein	--	FFOKMCCD_00117	KCMFMKKO_00527	HDCLDDAM_00665	MFHLCMEF_00666	JGDJAKFF_00010
group649	hypothetical protein	--	FFOKMCCD_00118	KCMFMKKO_00526	HDCLDDAM_00666	MFHLCMEF_00667	NA
group650	hypothetical protein	--	FFOKMCCD_00120	KCMFMKKO_00525	HDCLDDAM_00667	MFHLCMEF_00668	NA
group651	hypothetical protein	--	FFOKMCCD_00122	KCMFMKKO_00523	HDCLDDAM_00669	MFHLCMEF_00670	JGDJAKFF_00381
group652	hypothetical protein	--	FFOKMCCD_00124	KCMFMKKO_00522	HDCLDDAM_00670	MFHLCMEF_00671	JGDJAKFF_00380
group653	Ribosomal RNA small subunit methyltransferase A	rsmA	FFOKMCCD_00125	KCMFMKKO_00521	HDCLDDAM_00671	MFHLCMEF_00672	JGDJAKFF_00379
group654	hypothetical protein	--	FFOKMCCD_00126	KCMFMKKO_00520	HDCLDDAM_00672	MFHLCMEF_00673	NA
group655	1-deoxy-D-xylulose-5-phosphate synthase	dxs_1	FFOKMCCD_00127	KCMFMKKO_00519	HDCLDDAM_00673	MFHLCMEF_00674	JGDJAKFF_00355
group656	hypothetical protein	--	FFOKMCCD_00128	KCMFMKKO_00518	HDCLDDAM_00674	MFHLCMEF_00675	NA
group657	Exodeoxyribonuclease 7 small subunit	xseB	FFOKMCCD_00129	KCMFMKKO_00517	HDCLDDAM_00675	MFHLCMEF_00676	JGDJAKFF_00353
group658	Exodeoxyribonuclease 7 large subunit	xseA	FFOKMCCD_00130	KCMFMKKO_00516	HDCLDDAM_00676	MFHLCMEF_00677	JGDJAKFF_00352
group659	Triosephosphate isomerase	tpiA	FFOKMCCD_00131	KCMFMKKO_00515	HDCLDDAM_00677	MFHLCMEF_00678	JGDJAKFF_00351
group660	hypothetical protein	--	FFOKMCCD_00132	KCMFMKKO_00514	HDCLDDAM_00678	MFHLCMEF_00679	JGDJAKFF_00377
group661	hypothetical protein	--	FFOKMCCD_00133	KCMFMKKO_00513	HDCLDDAM_00679	MFHLCMEF_00680	JGDJAKFF_00376
group662	hypothetical protein	--	FFOKMCCD_00134	KCMFMKKO_00512	HDCLDDAM_00680	MFHLCMEF_00681	JGDJAKFF_00375
group663	dTTP/UTP pyrophosphatase	maf	FFOKMCCD_00135	KCMFMKKO_00511	HDCLDDAM_00681	MFHLCMEF_00682	JGDJAKFF_00374
group664	putative ABC transporter ATP-binding protein YbiT	ybiT	FFOKMCCD_00136	KCMFMKKO_00510	HDCLDDAM_00682	MFHLCMEF_00683	JGDJAKFF_00373
group665	Tyrosine recombinase XerD	xerD_2	FFOKMCCD_00137	KCMFMKKO_00509	HDCLDDAM_00683	MFHLCMEF_00684	JGDJAKFF_00372
group666	Ribonuclease Z	rnz	FFOKMCCD_00138	KCMFMKKO_00508	HDCLDDAM_00684	MFHLCMEF_00685	JGDJAKFF_00371
group667	hypothetical protein	--	FFOKMCCD_00139	KCMFMKKO_00507	HDCLDDAM_00685	MFHLCMEF_00686	NA
group668	hypothetical protein	--	FFOKMCCD_00141	KCMFMKKO_00505	HDCLDDAM_00687	MFHLCMEF_00688	JGDJAKFF_00368
group669	Chaperone protein DnaJ	dnaJ	FFOKMCCD_00143	KCMFMKKO_00503	HDCLDDAM_00689	MFHLCMEF_00690	JGDJAKFF_00366
group670	1-deoxy-D-xylulose-5-phosphate synthase	dxs_2	FFOKMCCD_00144	KCMFMKKO_00502	HDCLDDAM_00690	MFHLCMEF_00691	JGDJAKFF_00365
group671	hypothetical protein	--	FFOKMCCD_00145	KCMFMKKO_00501	HDCLDDAM_00691	MFHLCMEF_00692	NA
group672	hypothetical protein	--	FFOKMCCD_00146	KCMFMKKO_00500	HDCLDDAM_00692	MFHLCMEF_00693	JGDJAKFF_00364
group673	hypothetical protein	--	FFOKMCCD_00147	KCMFMKKO_00499	HDCLDDAM_00693	MFHLCMEF_00694	JGDJAKFF_00362
group673.1	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00363
group674	hypothetical protein	--	FFOKMCCD_00148	KCMFMKKO_00498	HDCLDDAM_00694	MFHLCMEF_00695	JGDJAKFF_00361
group675	Phosphoenolpyruvate-protein phosphotransferase	ptsI	FFOKMCCD_00149	KCMFMKKO_00497	HDCLDDAM_00695	MFHLCMEF_00696	JGDJAKFF_00360
group676	Nucleoid-associated protein	--	FFOKMCCD_00150	KCMFMKKO_00496	HDCLDDAM_00696	MFHLCMEF_00697	JGDJAKFF_00359
group677	hypothetical protein	--	FFOKMCCD_00151	KCMFMKKO_00495	HDCLDDAM_00697	MFHLCMEF_00698	JGDJAKFF_00358
group678	Porphobilinogen deaminase	hemC	FFOKMCCD_00152	KCMFMKKO_00494	HDCLDDAM_00698	MFHLCMEF_00700	JGDJAKFF_00318
group679	DNA repair protein RadA	radA	FFOKMCCD_00153	KCMFMKKO_00493	HDCLDDAM_00699	MFHLCMEF_00701	JGDJAKFF_00317
group680	Ribonuclease 3	rnc	FFOKMCCD_00154	KCMFMKKO_00492	HDCLDDAM_00700	MFHLCMEF_00702	JGDJAKFF_00316
group681	hypothetical protein	--	FFOKMCCD_00584	KCMFMKKO_00084	NA	NA	NA
group682	hypothetical protein	--	FFOKMCCD_00155	KCMFMKKO_00491	HDCLDDAM_00701	MFHLCMEF_00703	JGDJAKFF_00315
group683	Phosphoglucomutase	pgcA	FFOKMCCD_00156	KCMFMKKO_00490	HDCLDDAM_00702	MFHLCMEF_00704	JGDJAKFF_00314
group684	Superoxide dismutase [Mn/Fe]	sodA	FFOKMCCD_00157	KCMFMKKO_00489	HDCLDDAM_00703	MFHLCMEF_00705	JGDJAKFF_00313
group685	Deoxyuridine 5'-triphosphate nucleotidohydrolase	dut	FFOKMCCD_00159	KCMFMKKO_00487	HDCLDDAM_00705	MFHLCMEF_00707	JGDJAKFF_00311
group686	PTS system mannose-specific EIIBCA component	manP	FFOKMCCD_00160	KCMFMKKO_00486	HDCLDDAM_00706	MFHLCMEF_00708	JGDJAKFF_00310
group687	hypothetical protein	--	FFOKMCCD_00161	KCMFMKKO_00485	HDCLDDAM_00707	MFHLCMEF_00709	JGDJAKFF_00309
group688	hypothetical protein	--	FFOKMCCD_00163	KCMFMKKO_00483	HDCLDDAM_00709	MFHLCMEF_00711	JGDJAKFF_00307
group689	hypothetical protein	--	FFOKMCCD_00164	KCMFMKKO_00482	HDCLDDAM_00710	MFHLCMEF_00712	NA
group690	hypothetical protein	--	FFOKMCCD_00165	KCMFMKKO_00481	HDCLDDAM_00711	MFHLCMEF_00713	NA
group691	tRNA-specific 2-thiouridylase MnmA	mnmA	FFOKMCCD_00166	KCMFMKKO_00480	HDCLDDAM_00712	MFHLCMEF_00714	JGDJAKFF_00305
group692	Octanoyltransferase LipM	lipM	FFOKMCCD_00168	KCMFMKKO_00478	HDCLDDAM_00714	MFHLCMEF_00716	JGDJAKFF_00303
group693	Cardiolipin synthase	--	FFOKMCCD_00169	KCMFMKKO_00477	HDCLDDAM_00715	MFHLCMEF_00717	JGDJAKFF_00302
